name,height,reach,stance,dob,url
James Hammortree,"6' 3""",--,Orthodox,"Nov 29, 1983",http://ufcstats.com/fighter-details/1f77fce698e80488
Chuck Liddell,"6' 2""","76""",Orthodox,"Dec 17, 1969",http://ufcstats.com/fighter-details/a390eb8a9b2df298
David Loiseau,"6' 0""","76""",Orthodox,"Dec 17, 1979",http://ufcstats.com/fighter-details/22e47b53e4ceb27c
Jesse Lennox,"5' 9""","72""",Orthodox,"Mar 10, 1982",http://ufcstats.com/fighter-details/3ae10ac4df3df05c
Dan Lauzon,"5' 10""",--,Orthodox,"Mar 30, 1988",http://ufcstats.com/fighter-details/4c8d6fde2dde07c4
Joe Brammer,"5' 8""",--,Orthodox,"Aug 23, 1983",http://ufcstats.com/fighter-details/013da757877044a2
Jesse Forbes,"6' 2""","75""",Southpaw,"Oct 24, 1984",http://ufcstats.com/fighter-details/947eccadb72f4f6f
Paul Daley,"5' 9""","76""",Orthodox,"Feb 21, 1983",http://ufcstats.com/fighter-details/23725c826c481e7f
Kevin Ferguson,"6' 2""",--,Orthodox,"Feb 08, 1974",http://ufcstats.com/fighter-details/27541033b97c076d
Jonathan Goulet,"6' 0""","73""",Orthodox,"Jul 13, 1979",http://ufcstats.com/fighter-details/fb1538b46877a695
Yoshiyuki Yoshida,"5' 11""","70""",Southpaw,"May 10, 1974",http://ufcstats.com/fighter-details/ab8900ae1f1dfd4c
Renzo Gracie,"5' 10""",--,Orthodox,"Mar 11, 1967",http://ufcstats.com/fighter-details/aae0897825336b1a
Brad Blackburn,"5' 10""","73""",Orthodox,"May 25, 1977",http://ufcstats.com/fighter-details/7e69a4b0961aa555
Matt Veach,"5' 11""",--,Orthodox,"May 31, 1981",http://ufcstats.com/fighter-details/5731cc327790b731
Mostapha Al-Turk,"6' 2""","77""",Orthodox,"Jul 14, 1973",http://ufcstats.com/fighter-details/1cf1310684a841f5
Nate Quarry,"6' 0""","72""",Open Stance,"Mar 18, 1972",http://ufcstats.com/fighter-details/52cae54377b433b7
Ronys Torres,"5' 7""",--,Orthodox,"Aug 13, 1975",http://ufcstats.com/fighter-details/cce79e827569f26e
Rob Emerson,"5' 9""","70""",Orthodox,"Jul 30, 1981",http://ufcstats.com/fighter-details/dc0f07928009a127
Caol Uno,"5' 7""","70""",Southpaw,"May 08, 1975",http://ufcstats.com/fighter-details/eb1723480fa2f96c
Lucio Linhares,"6' 2""",--,Orthodox,"Dec 08, 1973",http://ufcstats.com/fighter-details/a780d16cf7eed44d
Rory Markham,"6' 0""","71""",Orthodox,"Mar 25, 1982",http://ufcstats.com/fighter-details/23a16ebe733e3041
Paul Buentello,"6' 2""","77""",Orthodox,"Jan 16, 1974",http://ufcstats.com/fighter-details/f0abbb6f3444dae7
Shannon Gugerty,"5' 10""","71""",Orthodox,"Dec 30, 1981",http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
Chase Gormley,"6' 3""",--,Orthodox,--,http://ufcstats.com/fighter-details/052ceb8976695342
Mark Coleman,"6' 1""","75""",Orthodox,"Dec 20, 1964",http://ufcstats.com/fighter-details/21b8a0f5c231096f
Frank Trigg,"5' 9""","71""",Southpaw,"May 07, 1972",http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
Justin Buchholz,"6' 0""","73""",Orthodox,"Aug 22, 1983",http://ufcstats.com/fighter-details/231926533134ec1f
Rolles Gracie,"6' 4""",--,Orthodox,"Jul 14, 1978",http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7
Jay Silva,"6' 2""",--,Southpaw,--,http://ufcstats.com/fighter-details/53bb0d40905b87c0
Kyle Bradley,"5' 9""","71""",Orthodox,"Aug 19, 1982",http://ufcstats.com/fighter-details/a6959da32f0e6b5d
Wilson Gouveia,"6' 1""","76""",Orthodox,"Oct 03, 1978",http://ufcstats.com/fighter-details/af5b208e97f5d382
Shane Nelson,"5' 9""","70""",Southpaw,"Nov 29, 1984",http://ufcstats.com/fighter-details/2db7fa8db6bc9632
Kevin Burns,"5' 10""","74""",Orthodox,"Mar 03, 1980",http://ufcstats.com/fighter-details/a6d8bfe9e0c8153b
Houston Alexander,"6' 0""","72""",Orthodox,"Mar 22, 1972",http://ufcstats.com/fighter-details/0541480fbf719d86
Marcus Jones,"6' 6""",--,Orthodox,"Aug 15, 1973",http://ufcstats.com/fighter-details/8fa2b06572365321
Darrill Schoonover,"6' 2""",--,Orthodox,"Jul 18, 1985",http://ufcstats.com/fighter-details/5a558ba1ff5e9121
Justin Wren,"6' 2""",--,Orthodox,"Apr 27, 1987",http://ufcstats.com/fighter-details/e78f601035d677f2
Jake Rosholt,"6' 1""",--,Orthodox,"Feb 09, 1982",http://ufcstats.com/fighter-details/4f2fcbefb668689d
Brock Larson,"5' 11""","71""",Southpaw,"Aug 23, 1977",http://ufcstats.com/fighter-details/5eedbf1e9601be35
Jason Dent,"5' 10""","71""",Orthodox,"Jun 12, 1980",http://ufcstats.com/fighter-details/fa8b9e6b0c2269f8
Denis Kang,"5' 11""","77""",Orthodox,"Sep 17, 1977",http://ufcstats.com/fighter-details/3c241737a6069b9f
Rolando Delgado,"6' 3""","77""",Orthodox,"Nov 22, 1981",http://ufcstats.com/fighter-details/37b1696e6d115957
Antoni Hardonk,"6' 4""","78""",Orthodox,"Feb 05, 1976",http://ufcstats.com/fighter-details/69b69c0178c4004d
Razak Al-Hassan,"6' 2""",--,Orthodox,"May 14, 1982",http://ufcstats.com/fighter-details/38b50fd1e1b5b656
Hermes Franca,"5' 6""","71""",Orthodox,"Aug 26, 1974",http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e
Drew McFedries,"6' 0""","72""",Southpaw,"Jul 27, 1978",http://ufcstats.com/fighter-details/1fd4fbdcc67de844
Roger Huerta,"5' 9""","70""",Orthodox,"May 20, 1983",http://ufcstats.com/fighter-details/daf1b84aebd6602b
Chris Wilson,"6' 1""","75""",Orthodox,"Jun 07, 1977",http://ufcstats.com/fighter-details/a56607a451e4c70d
Justin McCully,"6' 1""","73""",Orthodox,"Feb 18, 1976",http://ufcstats.com/fighter-details/75f871836d41f90f
Marcus Aurelio,"5' 10""","74""",Orthodox,"Aug 18, 1973",http://ufcstats.com/fighter-details/04643fd03d9159cc
Dan Cramer,"6' 2""",--,Orthodox,"Oct 31, 1985",http://ufcstats.com/fighter-details/480b702debcb5433
Danillo Villefort,"6' 1""",--,Orthodox,"May 08, 1983",http://ufcstats.com/fighter-details/fd87b1bbfcde9d5e
Jake O'Brien,"6' 3""","76""",Orthodox,"Sep 25, 1984",http://ufcstats.com/fighter-details/20bcc9966affb19c
Mike Ciesnolevicz,"6' 0""",--,Orthodox,"Oct 28, 1979",http://ufcstats.com/fighter-details/51b0bb73a1da34bc
Frank Lester,"5' 11""",--,Orthodox,"Jun 10, 1984",http://ufcstats.com/fighter-details/edd8d5d8089a35f8
Cameron Dollar,"5' 11""",--,Orthodox,"May 12, 1987",http://ufcstats.com/fighter-details/3bbcd63a016d9715
Dale Hartt,"5' 10""","69""",Orthodox,"Apr 04, 1979",http://ufcstats.com/fighter-details/058e4e08a1ad8aba
Denis Stojnic,"6' 0""",--,Orthodox,"Feb 02, 1980",http://ufcstats.com/fighter-details/a421465acbe59c77
Xavier Foupa-Pokam,"6' 1""",--,Open Stance,"Jul 03, 1982",http://ufcstats.com/fighter-details/ec33146e43e58933
Andre Gusmao,"6' 0""",--,Orthodox,"May 19, 1977",http://ufcstats.com/fighter-details/cc300e9aa3063431
Brandon Wolff,"5' 9""",--,Orthodox,"Oct 18, 1975",http://ufcstats.com/fighter-details/aa79d5399571068e
David Kaplan,"5' 7""",--,Orthodox,"Nov 16, 1979",http://ufcstats.com/fighter-details/5669b828e7e11329
David Bielkheden,"5' 10""","71""",Orthodox,"Jun 06, 1979",http://ufcstats.com/fighter-details/1efa064872f089d0
Ryo Chonan,"5' 9""","70""",Orthodox,"Oct 08, 1976",http://ufcstats.com/fighter-details/55a7b2d4e54ffac9
Carmelo Marrero,"6' 0""","73""",Orthodox,"Jan 26, 1981",http://ufcstats.com/fighter-details/aa03a3ca00ac6827
Junie Browning,"5' 9""",--,Orthodox,"May 12, 1984",http://ufcstats.com/fighter-details/d74cba8566291bfa
Matt Horwich,"6' 1""",--,Orthodox,"Oct 02, 1978",http://ufcstats.com/fighter-details/049d698d773eb3e1
Jesse Sanders,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/59aaf2730b84698a
Nissen Osterneck,"6' 2""",--,Orthodox,"May 01, 1981",http://ufcstats.com/fighter-details/d632d156c0549e07
Joe Vedepo,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/d35c3ed553b71fa2
Tim McKenzie,"6' 0""","74""",Orthodox,"Jul 21, 1982",http://ufcstats.com/fighter-details/9ca265dfe8323db3
Pete Sell,"5' 11""","75""",Orthodox,"Aug 05, 1982",http://ufcstats.com/fighter-details/0359313549d230a1
Ryan Madigan,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/a8d521d913df4e31
Jason Day,"6' 0""","72""",Orthodox,"May 19, 1981",http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0
Michael Patt,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/83d0de122f2f9664
Brian Cobb,"5' 11""",--,Orthodox,--,http://ufcstats.com/fighter-details/3138fab619faf4d1
Per Eklund,"5' 10""","72""",Orthodox,--,http://ufcstats.com/fighter-details/58bc81376286b3d3
Neil Grove,"6' 6""",--,Orthodox,"Jan 18, 1971",http://ufcstats.com/fighter-details/36a432f22144843e
Troy Mandaloniz,"5' 9""",--,Orthodox,"Feb 01, 1980",http://ufcstats.com/fighter-details/725a834930c2b5bf
Luigi Fioravanti,"5' 8""","70""",Orthodox,"Jan 22, 1981",http://ufcstats.com/fighter-details/9583662df31d943f
Rich Clementi,"5' 9""","72""",Southpaw,"Mar 31, 1976",http://ufcstats.com/fighter-details/7d21de9c6d7c98b2
Derek Downey,"6' 1""",--,Orthodox,"Apr 27, 1980",http://ufcstats.com/fighter-details/b05086131c6f5dc5
Steve Bruno,"5' 10""",--,Orthodox,"Nov 03, 1981",http://ufcstats.com/fighter-details/2f3f12002564bb55
Akihiro Gono,"5' 7""","68""",Switch,"Oct 07, 1974",http://ufcstats.com/fighter-details/b2acebbef8da14ea
Christian Wellisch,"6' 2""","77""",Orthodox,"Sep 13, 1975",http://ufcstats.com/fighter-details/f1b2a4365799c48b
Matt Arroyo,"5' 10""","72""",Orthodox,"Sep 01, 1982",http://ufcstats.com/fighter-details/de62052b2ede65ba
Jeremy Horn,"6' 1""","74""",Orthodox,"Aug 25, 1975",http://ufcstats.com/fighter-details/8d26912cd2aeb366
Tom Egan,"5' 11""",--,Orthodox,--,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01
Alexandre Barros,"5' 9""",--,Southpaw,"Nov 19, 1976",http://ufcstats.com/fighter-details/8fd1f27e86661ede
Antonio Mendes,"6' 3""","77""",Southpaw,"Apr 19, 1981",http://ufcstats.com/fighter-details/3795fca327cbcf23
Ivan Serati,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/b23fca14c7b79935
Nate Mohr,"5' 9""","72""",Orthodox,"Mar 03, 1983",http://ufcstats.com/fighter-details/04c15b52c3cc1cab
Dean Lister,"6' 1""","75""",Orthodox,"Feb 13, 1976",http://ufcstats.com/fighter-details/68c6cd5287b473a7
Mike Wessel,"6' 0""",--,Orthodox,"Dec 02, 1977",http://ufcstats.com/fighter-details/b51841e7c594090d
Reese Andy,"6' 0""",--,Orthodox,"Mar 31, 1973",http://ufcstats.com/fighter-details/46e2ca71fd5089cb
Dan Evensen,"6' 3""",--,Orthodox,"Jun 01, 1974",http://ufcstats.com/fighter-details/dd8aec6de7035943
Shane Primm,"6' 3""",--,Orthodox,"Jul 30, 1984",http://ufcstats.com/fighter-details/5114f1b5ad4cdf72
Jules Bruchez,"6' 0""",--,Southpaw,"Aug 16, 1977",http://ufcstats.com/fighter-details/d1dcd4e96464a53d
John Polakowski,"5' 10""",--,Orthodox,"Jun 21, 1981",http://ufcstats.com/fighter-details/b18fb36a4aa00093
Nate Loughran,"6' 2""",--,Orthodox,"Jul 28, 1980",http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d
Brodie Farber,"6' 1""",--,Orthodox,"Jul 05, 1980",http://ufcstats.com/fighter-details/91d73ee59347ac16
Johnny Rees,"6' 0""",--,Orthodox,"Oct 21, 1982",http://ufcstats.com/fighter-details/3ba3b5cc94498437
Corey Hill,"6' 4""","80""",Orthodox,"Oct 03, 1978",http://ufcstats.com/fighter-details/abbc737317f66b81
Eddie Sanchez,"6' 2""","74""",Orthodox,"Nov 04, 1982",http://ufcstats.com/fighter-details/7f0b4a75ef3039a3
Josh Hendricks,"6' 2""",--,Southpaw,"Aug 28, 1976",http://ufcstats.com/fighter-details/7649c4c95b824488
Jorge Gurgel,"5' 7""","69""",Orthodox,"Jan 25, 1977",http://ufcstats.com/fighter-details/04d5718ed2661e8c
Alvin Robinson,"5' 9""","68""",Southpaw,"Jul 16, 1982",http://ufcstats.com/fighter-details/cbe79765d44bd172
Ryan Thomas,"6' 0""",--,Orthodox,"Nov 05, 1984",http://ufcstats.com/fighter-details/b732b326c362fb62
Rameau Thierry Sokoudjou,"5' 10""","78""",Orthodox,"Apr 18, 1984",http://ufcstats.com/fighter-details/d1152823307d7e7c
Neil Wain,"5' 10""",--,Orthodox,--,http://ufcstats.com/fighter-details/6b7bc7eaf2465387
Jess Liaudin,"5' 9""","72""",Orthodox,--,http://ufcstats.com/fighter-details/a8aba6fd8a463043
David Baron,"5' 6""",--,Switch,"Feb 15, 1973",http://ufcstats.com/fighter-details/80c0bed43da0e27b
Samy Schiavo,"5' 8""",--,Orthodox,"Dec 24, 1975",http://ufcstats.com/fighter-details/1208ffc5be6e31ad
Brad Morris,"6' 2""",--,Orthodox,"Nov 01, 1979",http://ufcstats.com/fighter-details/6803d4d6908354ac
Jason Lambert,"6' 3""","75""",Orthodox,"Jun 03, 1975",http://ufcstats.com/fighter-details/5be86bb2f78fef2f
Heath Herring,"6' 4""","78""",Orthodox,"Mar 02, 1978",http://ufcstats.com/fighter-details/7450525c7ba032a0
Luke Cummo,"6' 0""","74""",Orthodox,"Apr 27, 1980",http://ufcstats.com/fighter-details/93ce4ac89e3d7652
Cale Yarbrough,"6' 1""",--,Orthodox,"Dec 27, 1986",http://ufcstats.com/fighter-details/a0b91014e9d16a76
James Giboo,"5' 11""",--,Orthodox,"Jan 06, 1978",http://ufcstats.com/fighter-details/f74e037b97917027
Evan Tanner,"6' 0""","74""",Orthodox,"Feb 11, 1971",http://ufcstats.com/fighter-details/8f2d9ee27f206f1f
Dante Rivera,"6' 1""",--,Southpaw,"Dec 08, 1974",http://ufcstats.com/fighter-details/288aaa8f82040e02
Marvin Eastman,"5' 9""","73""",Orthodox,"Jun 08, 1971",http://ufcstats.com/fighter-details/05866d8c3a321856
Rob Yundt,"6' 1""",--,Orthodox,"May 05, 1980",http://ufcstats.com/fighter-details/42078a86d3dd037b
Ivan Salaverry,"6' 0""",--,Orthodox,"Jan 11, 1971",http://ufcstats.com/fighter-details/394f55ebca199124
Kazuhiro Nakamura,"5' 11""","70""",Orthodox,"Jul 16, 1979",http://ufcstats.com/fighter-details/b034747dc1d15491
Jon Koppenhaver,"5' 11""",--,Orthodox,"Nov 30, 1981",http://ufcstats.com/fighter-details/cd7bafbeee1f29a0
Jason Tan,"5' 10""",--,Orthodox,"Dec 17, 1981",http://ufcstats.com/fighter-details/ad3041e61896b975
Travis Lutter,"5' 11""","75""",Orthodox,"May 12, 1973",http://ufcstats.com/fighter-details/622f015c81a9b13a
Kalib Starnes,"6' 3""","74""",Orthodox,"Jan 06, 1975",http://ufcstats.com/fighter-details/c8136ab8aa32c974
Charles McCarthy,"5' 10""","71""",Orthodox,"Aug 06, 1980",http://ufcstats.com/fighter-details/da97d6c97d09c030
Kuniyoshi Hironaka,"5' 10""","70""",Orthodox,"Jun 17, 1976",http://ufcstats.com/fighter-details/9d4522df6fc49a47
Din Thomas,"5' 9""",--,Orthodox,"Sep 28, 1976",http://ufcstats.com/fighter-details/40a604761ca7d64d
Ryan Roberts,"5' 6""",--,Orthodox,"Jul 16, 1978",http://ufcstats.com/fighter-details/35dc6220b113b7ec
Jeff Cox,"5' 10""",--,Orthodox,"Aug 02, 1968",http://ufcstats.com/fighter-details/c9bbf1a0285a8076
Roman Mitichyan,"5' 10""",--,Orthodox,"Sep 04, 1978",http://ufcstats.com/fighter-details/2961be02cfb0d2c1
Tommy Speer,"5' 10""","71""",Orthodox,"Aug 20, 1984",http://ufcstats.com/fighter-details/1411c630ba711b64
John Halverson,"5' 9""",--,Southpaw,"Sep 08, 1972",http://ufcstats.com/fighter-details/88c8f47241d90040
Tim Sylvia,"6' 8""","80""",Orthodox,"Mar 05, 1976",http://ufcstats.com/fighter-details/2a542ee8a8b83559
David Heath,"5' 11""","72""",Orthodox,"Feb 10, 1976",http://ufcstats.com/fighter-details/4f95f74620a6b7a4
Terry Martin,"5' 8""","71""",Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/6a92caba39b64752
Alberto Crane,"5' 5""",--,Orthodox,"Jul 14, 1976",http://ufcstats.com/fighter-details/25433871e4eee0f4
Joe Veres,"5' 7""",--,Orthodox,"Nov 09, 1977",http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5
Colin Robinson,"6' 4""",--,Orthodox,"Nov 27, 1968",http://ufcstats.com/fighter-details/1a1a4d7a29041d77
James Lee,"5' 11""",--,Southpaw,"Sep 22, 1973",http://ufcstats.com/fighter-details/863d06a7ef8bc98c
Jordan Radev,"5' 7""",--,Southpaw,"Sep 28, 1976",http://ufcstats.com/fighter-details/45bc8f98d62bd096
Tony DeSouza,"6' 0""","70""",Southpaw,"Jul 26, 1974",http://ufcstats.com/fighter-details/6ad9058b7c7898b0
Doug Evans,"5' 9""",--,Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/d3de4a24f7eefac8
Jared Rollins,"5' 9""",--,Orthodox,"Jan 26, 1977",http://ufcstats.com/fighter-details/c4b6099f0d25f75e
Billy Miles,"5' 10""",--,Orthodox,"Apr 28, 1978",http://ufcstats.com/fighter-details/3c48019bc387b80c
Dan Barrera,"5' 9""",--,Orthodox,"Dec 23, 1980",http://ufcstats.com/fighter-details/f12f979b657ab876
Richie Hightower,"5' 8""",--,Orthodox,"Nov 26, 1974",http://ufcstats.com/fighter-details/318e629d1eb7aa49
John Kolosci,"5' 11""",--,Orthodox,"Nov 26, 1974",http://ufcstats.com/fighter-details/5f6038bcdb95e3e4
Dorian Price,"6' 3""",--,Southpaw,"Aug 20, 1977",http://ufcstats.com/fighter-details/ee4b670e159f4a33
Paul Georgieff,"6' 2""",--,Orthodox,"Sep 22, 1982",http://ufcstats.com/fighter-details/2f1700b3a4a09bc7
Luke Caudillo,"5' 7""",--,Orthodox,"Nov 30, 1980",http://ufcstats.com/fighter-details/68d76fd9ecf7431d
Jason Black,"5' 8""",--,Orthodox,"Jul 15, 1972",http://ufcstats.com/fighter-details/b2f743746e8dcfa2
Diego Saraiva,"5' 6""",--,Orthodox,"Apr 23, 1982",http://ufcstats.com/fighter-details/4f4dac51adc1af4f
Scott Junk,"6' 1""",--,Orthodox,"Dec 17, 1978",http://ufcstats.com/fighter-details/ac70a4f1db1b8c40
Edilberto de Oliveira,"6' 0""",--,Orthodox,"Nov 22, 1982",http://ufcstats.com/fighter-details/afdb76fbd86f6d11
Anthony Torres,"5' 8""",--,Orthodox,"Jul 31, 1978",http://ufcstats.com/fighter-details/918d9d89d4d52acc
Renato Sobral,"6' 1""","75""",Orthodox,"Sep 07, 1975",http://ufcstats.com/fighter-details/d468288756ae3982
Mike Nickels,"6' 4""",--,Orthodox,"Dec 13, 1971",http://ufcstats.com/fighter-details/330ec26453c44a59
Jason Gilliam,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/91720876db0ee468
Jens Pulver,"5' 7""","70""",Southpaw,"Dec 06, 1974",http://ufcstats.com/fighter-details/44260175069b6276
Floyd Sword,"6' 0""",--,Orthodox,"Aug 24, 1976",http://ufcstats.com/fighter-details/5330fe7e4c3af81c
Brandon Melendez,"5' 11""",--,Southpaw,"Mar 24, 1983",http://ufcstats.com/fighter-details/2b06b6ad5db63348
Andy Wang,"5' 6""",--,Orthodox,"May 28, 1977",http://ufcstats.com/fighter-details/476414d2f18cd059
Allen Berube,"5' 8""",--,Orthodox,"Aug 25, 1974",http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Brian Geraghty,"5' 7""",--,Orthodox,"Nov 04, 1980",http://ufcstats.com/fighter-details/15edcf67ccf5be84
Hector Ramirez,"6' 0""",--,Orthodox,"Mar 28, 1976",http://ufcstats.com/fighter-details/d1759b2b7be9be56
Rory Singer,"6' 2""","77""",Orthodox,"May 28, 1976",http://ufcstats.com/fighter-details/546015aa2ad945fd
Scott Smith,"6' 0""","70""",Orthodox,"May 21, 1979",http://ufcstats.com/fighter-details/3410cf010558dc8b
Stevie Lynch,"5' 10""",--,Orthodox,--,http://ufcstats.com/fighter-details/710d93f1508f7104
Pete Spratt,"5' 9""",--,Orthodox,"Jan 09, 1971",http://ufcstats.com/fighter-details/c3ea8deeba00462b
Chad Reiner,"5' 11""",--,Orthodox,"Jun 29, 1981",http://ufcstats.com/fighter-details/d8022d5526b1d937
Sean Salmon,"5' 10""",--,Southpaw,"Sep 11, 1977",http://ufcstats.com/fighter-details/7c0847d3854a95f2
Elvis Sinosic,"6' 3""","77""",Orthodox,"Feb 13, 1971",http://ufcstats.com/fighter-details/817e0bdf08efce2e
Assuerio Silva,"5' 10""",--,Orthodox,"Jun 18, 1974",http://ufcstats.com/fighter-details/e091482fa6648261
David Lee,"5' 10""",--,Orthodox,--,http://ufcstats.com/fighter-details/8caca5857ce0e30b
Victor Valimaki,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/663b76da637402c3
Brad Imes,"6' 7""",--,Orthodox,"Mar 13, 1977",http://ufcstats.com/fighter-details/4908c5ee68a50ee5
Josh Haynes,"5' 9""",--,Orthodox,"Jul 30, 1977",http://ufcstats.com/fighter-details/6ef58dabef8beb15
Dokonjonosuke Mishima,"5' 7""",--,Southpaw,"Apr 19, 1972",http://ufcstats.com/fighter-details/b14a68c533f4a4aa
Drew Fickett,"5' 10""","70""",Orthodox,"Dec 14, 1979",http://ufcstats.com/fighter-details/d814f5192e58fb2f
Rex Holman,"6' 3""",--,Southpaw,--,http://ufcstats.com/fighter-details/b5ea750025697880
Sam Hoger,"6' 2""",--,Orthodox,"Jun 28, 1980",http://ufcstats.com/fighter-details/84a067c46306a737
Chris Price,"6' 2""",--,Southpaw,"Nov 09, 1982",http://ufcstats.com/fighter-details/0597a4528ebd1307
Ross Pointon,"5' 8""",--,Orthodox,"Feb 18, 1980",http://ufcstats.com/fighter-details/7215953cd5c6254d
Marcio Cruz,"6' 4""",--,Orthodox,"Apr 24, 1978",http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b
Jeff Joslin,"6' 0""",--,Orthodox,"Apr 30, 1975",http://ufcstats.com/fighter-details/388abbf8832b5adf
Shonie Carter,"5' 10""",--,Southpaw,"May 03, 1972",http://ufcstats.com/fighter-details/7b6e40a73b567072
Dave Menne,"5' 10""",--,Orthodox,"Jul 29, 1974",http://ufcstats.com/fighter-details/275cafc9de131c83
Logan Clark,"6' 2""",--,Orthodox,"Feb 16, 1985",http://ufcstats.com/fighter-details/6776260cb0aef647
Steve Byrnes,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/43612456979e5d5e
Jeff Monson,"5' 9""","74""",Orthodox,"Jan 18, 1971",http://ufcstats.com/fighter-details/cbfd1d34356a004c
Sherman Pendergarst,"6' 1""",--,Orthodox,"Aug 01, 1967",http://ufcstats.com/fighter-details/e670f8cc2969a789
Josh Shockman,"6' 4""",--,Southpaw,"Dec 29, 1980",http://ufcstats.com/fighter-details/821cd80aab70d5f9
Edwin DeWees,"6' 1""",--,Orthodox,"Aug 07, 1982",http://ufcstats.com/fighter-details/75bbd2206a15319f
Jeremy Jackson,"5' 10""",--,Orthodox,"Sep 19, 1982",http://ufcstats.com/fighter-details/ad32471f01e7b1a5
Gideon Ray,"5' 10""",--,Southpaw,"May 27, 1973",http://ufcstats.com/fighter-details/ea3ef6206c7907d5
Justin James,"5' 10""",--,Orthodox,"Nov 08, 1976",http://ufcstats.com/fighter-details/1ea8df62b3f8fea6
Ken Shamrock,"6' 1""","72""",Orthodox,"Feb 11, 1964",http://ufcstats.com/fighter-details/63b65af1c5cb02cb
Crafton Wallace,"6' 0""",--,Orthodox,"Nov 10, 1975",http://ufcstats.com/fighter-details/bf41b5131545da12
Mario Neto,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/1209b5134401ca53
Danny Abbadi,"5' 11""",--,Orthodox,"Jul 03, 1983",http://ufcstats.com/fighter-details/15df64c02b6b0fde
Rob MacDonald,"6' 3""","78""",Orthodox,"Sep 05, 1978",http://ufcstats.com/fighter-details/f3388d2cf7ab3f64
Wes Combs,"6' 2""",--,Orthodox,"Jun 18, 1973",http://ufcstats.com/fighter-details/a85998eb79650b2c
Cory Walmsley,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/83c6c3e0f8bde8ee
Yuki Sasaki,"6' 2""",--,Orthodox,"Sep 12, 1976",http://ufcstats.com/fighter-details/e5c38954c006f15c
Jason Von Flue,"6' 0""",--,Orthodox,"Aug 01, 1975",http://ufcstats.com/fighter-details/c4b9296214f4c09c
Kristof Midoux,"6' 1""",--,Orthodox,"Jul 30, 1974",http://ufcstats.com/fighter-details/5b5b9c6f6f270369
Sammy Morgan,"5' 10""",--,Orthodox,"Sep 28, 1981",http://ufcstats.com/fighter-details/2067a177a2842fbf
Dan Christison,"6' 8""",--,Orthodox,"Apr 26, 1972",http://ufcstats.com/fighter-details/b369533a577fa97c
Joe Jordan,"5' 6""",--,Orthodox,"Jul 27, 1978",http://ufcstats.com/fighter-details/712c4db78b9373d1
Gilbert Aldana,"6' 1""",--,Orthodox,"Aug 25, 1977",http://ufcstats.com/fighter-details/d26934530dc5b248
Branden Lee Hinkle,"6' 3""",--,Orthodox,"Jul 29, 1973",http://ufcstats.com/fighter-details/06f0ffa6446c5b6d
Kristian Rothaermel,"6' 0""",--,Open Stance,"Jan 31, 1972",http://ufcstats.com/fighter-details/af49a6c491ca22a3
Justin Levens,"5' 11""",--,Orthodox,"Apr 18, 1980",http://ufcstats.com/fighter-details/8c3f3c43c8ceb778
Solomon Hutcherson,"5' 11""",--,Southpaw,"Aug 31, 1972",http://ufcstats.com/fighter-details/155bfc7ed36622df
Royce Gracie,"6' 1""",--,Southpaw,"Dec 12, 1966",http://ufcstats.com/fighter-details/429e7d3725852ce9
Fabiano Scherner,"6' 3""",--,Orthodox,"Jun 30, 1972",http://ufcstats.com/fighter-details/0bc7e61d204f2137
Rick Davis,"5' 9""",--,Orthodox,--,http://ufcstats.com/fighter-details/2549d63da9c456cb
Nick Thompson,"6' 1""","74""",Orthodox,"Jun 23, 1981",http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
David Terrell,"6' 1""",--,Southpaw,"Jan 09, 1978",http://ufcstats.com/fighter-details/4123fd4dcc1fe937
Derrick Noble,"5' 9""",--,Southpaw,"Aug 14, 1978",http://ufcstats.com/fighter-details/21321cdfba797c52
Ansar Chalangov,"5' 9""",--,Orthodox,"Oct 30, 1979",http://ufcstats.com/fighter-details/7342fcc41a4817fa
Trevor Prangley,"6' 1""","75""",Orthodox,"Aug 24, 1972",http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad
